sno,sna,tot,sarea,lat,lng,ar,sareaen,snaen,aren
0271,伊通長安路口,16,中山區,25.048334,121.534693,伊通街/長安東路二段(交叉口西南側路側)(鄰近袖珍博物館/樹火紀念紙博物館),Zhongshan Dist.,Yitong & Chang'an Intersection,"Yitong St./Sec. 2, Chang’an E. Rd. intersection(Southwest)"
0272,忠順區民活動中心,32,文山區,24.984707,121.563125,忠順街二段22號前方人行道(忠順區民活動中心),Wenshan Dist.,Zhongshun Public Places,"No.22, Sec. 2, Zhongshun St."
0273,芝山國小,38,士林區,25.110437,121.535954,德行東路/德行東路283巷東北角人行道(芝山國小),Shilin Dist.,Zhishan Elementary School,"Dexing E. Rd./Ln. 283, Dexing E. Rd.Intersection(northeast)"
0274,扶輪親恩公園,34,內湖區,25.066997,121.579833,民權東路六段13之15號對面人行道(民權大橋)(鄰近華生水水體驗館),Neihu Dist.,Rotary Park,"No.13-15, Sec. 6, Minquan E. Rd."
0275,西本願寺廣場,58,萬華區,25.040988,121.507688,中華路一段/長沙街二段路口西南側人行道(西本願寺)(鄰近國軍歷史文物館/中山堂/西門紅樓),Wanhua Dist.,Nishi Honganji Square,"Sec. 1, Zhonghua Rd./Sec. 2, Changsha St. intersection(Southwest)"
0276,三興公園,28,信義區,25.028679,121.559320,吳興街118巷35弄28號前方(三興公園),Xinyi Dist.,Sanxing Park,"No.28, Aly. 35, Ln. 118, Wuxing St."
0277,中山堂,32,中正區,25.044091,121.510250,延平南路/武昌街一段東南角人行道(延平武昌街口)(鄰近中山堂/西門町),Zhongzheng Dist.,Zhongshan Hall,"Yanping S. Rd./Sec. 1, Wuchang St. intersection(southeast)"
0278,明美公園,22,內湖區,25.062557,121.586065,石潭路/南京東路六段451巷口西南人行道綠帶(明美公園),Neihu Dist.,MingMei Park,"Shitan Rd./Ln. 451, Sec. 6, Nanjing E. Rd. intersection(southwest)"
0279,南港車站(興華路),48,南港區,25.053432,121.606331,市民大道八段/興華路口西北側人行道(鄰近南港高鐵站),Nangang Dist.,Nangang Rail Sta.(Xinhua Rd.),"Sec. 8, Civic Blvd./Xinghua Rd. intersection"
0280,士林新天地,14,士林區,25.089034,121.517320,大南路325號前方人行道,Shilin Dist.,Shilin New Village,"No.325, Danan Rd."
0281,松江公園,20,中山區,25.050245,121.532725,松江路/松江路84巷(西北側路側)(鄰近樹火紀念紙博物館),Zhongshan Dist.,Songjiang Park,"Songjiang Rd./Ln. 84, Songjiang Rd. intersecton"
0282,富台公園,18,信義區,25.041935,121.571999,松信路209號前人行道,Xinyi Dist.,Futai Park,"No.209, Songxin Rd."
0283,中央北路四段540巷口,22,北投區,25.127959,121.467700,中央北路四段529號對面,Beitou Dist.,"Ln. 540, Sec. 4, Zhongyang N. Rd.","No.529, Sec. 4, Zhongyang N. Rd."
0284,華聲公園,30,士林區,25.096166,121.522096,華聲街17號南側路側(全聯),Shilin Dist.,Huasheng Park,"No.17, Huasheng St."
0285,螢橋國小,40,中正區,25.025966,121.513770,泉州街32號對面人行道(螢橋國小),Zhongzheng Dist.,Ying-Qiao Elementary school,"No.32, Quanzhou St.(oppsite)"
0286,德明財經科技大學,26,內湖區,25.086372,121.565713,環山路一段56號對面(德明財經科技大學),Neihu Dist.,Takming University of Science and Technology,"No.56, Sec. 1, Huanshan Rd."
0287,第二果菜批發市場,20,中山區,25.066424,121.537354,民族東路410巷1號 對面 遷到 民族東路410巷2弄20號 東側,Zhongshan Dist.,Taipei Second Fruits and Vegetables Wholesale Market,"The E. side of  No. 20, Aly. 2, Ln. 410, Minzu E. Rd."
0288,濟南紹興路口,54,中正區,25.041928,121.524591,濟南路一段/紹興南街口東南側(鄰近蝴蝶宮昆蟲博物館/國立台北商業技術學院),Zhongzheng Dist.,Jinan & Shaosing Intersection,"Sec. 1, Jinan Rd / Shaoxing S. St. ( Southeast )"
0289,牯嶺公園,44,中正區,25.023377,121.518835,廈門街113巷/牯嶺街口西側,Zhongzheng Dist.,Guling Park,Xiamen St. / Guling St. ( East )
0290,新生公園,16,中山區,25.068387,121.530188,民族東路/吉林路口(西北側)(鄰近花博公園新生園區),Zhongshan Dist.,Xinsheng Park,Minzu E. Rd. / Jilin Rd. ( Northwest )
0291,捷運松山站(3號出口),50,松山區,25.049616,121.577459,松山路/市民大道六段(西北側捷運3號出口)(鄰近饒河街夜市/彩虹橋),Songshan Dist.,MRT Songshan Sta.(Exit.3),"Songshan Rd. / Sec. 6, Civic Blvd. ( Northwest ) MRT Ex.3"
0292,合心廣場,40,南港區,25.046361,121.582848,玉成街80號(對面),Nangang Dist.,Hesin Square,"No.80, Yucheng St.(oppsite)"
0293,自來水園區,40,中正區,25.013284,121.530037,中正區思源街16號對面人行道(鄰近自來水博物館/自來水園區),Zhongzheng Dist.,Taipei Water Park,"No.16, Siyuan St.(oppsite)"
0294,朱崙商場,24,中山區,25.047617,121.540431,龍江路15號前方人行道(鄰近遼寧夜市),Zhongshan Dist.,Zhulun Market,"No.15, Longjiang Rd."
0295,敦親公園,26,大安區,25.023473,121.541083,和平東路二段96巷8之1號(前方)(鄰近資訊科學展示中心),Daan Dist.,Dunqing Park,"No.8-1, Ln. 96, Sec. 2, Heping E. Rd."
0296,萬和二號公園,32,文山區,25.001545,121.536446,萬隆街255號(對面),Wenshan Dist.,Wanhe Park No. 2,"No.255, Wanlong St.(oppsite)"
0297,長沙公園,16,萬華區,25.041702,121.499922,環河南路一段280號之1(東側)(鄰近艋舺青山宮),Wanhua Dist.,Changsha Park,"No.280-1, Sec. 1, Huanhe S. Rd."
0298,太原五原路口,32,大同區,25.056458,121.516976,太原路 / 五原路口(東南側)(鄰近寧夏夜市),Datong Dist.,Taiyuan & Wuyuan Intersection,Taiyuan Rd. / Wuyuan Rd. Intersection
0299,萬華國中,32,萬華區,25.029264,121.499358,西藏路 / 莒光路299巷口(東南側),Wanhua Dist.,Wanhua Junior High School ,"Xizang Rd. / Ln. 299, Juguang Rd. Intersection"
0300,信義基隆路口,16,信義區,25.033209,121.558731,信義路四段401號(前方)(鄰近台北國際會議中心),Xinyi Dist.,Xinyi & Keelung Intersection,"No.401, Sec. 4, Xinyi Rd."
0301,林森長春路口,18,中山區,25.055062,121.525383,林森北路/長春路口西北角人行道(林森長春路口)(鄰近林森公園/康樂公園),Zhongshan Dist.,Linsen & Changchun Intersection,Linsen N. Rd. / Changchun Rd. Intersetion
0302,敦北公園,34,松山區,25.060746,121.550711,敦化北路 / 富錦街口(東北側),Songshan Dist.,Dunbei Park,Dunhua N. Rd. / Fujin St. Intersection
0303,安泰街83巷,22,內湖區,25.076691,121.617085,安泰街83巷3號對面,Neihu Dist.,"Ln. 83, Antai St.","No.3, Ln. 83, Antai St. ( oppsite )"
0304,金華公園,24,大安區,25.029902,121.531235,金華街251號對面(金華公園)(鄰近永康街),Daan Dist.,Jinhua Park,"No.251, Jinhua St."
0305,碧山公園,34,內湖區,25.087413,121.592253,內湖路三段60巷8弄1號(東南側),Neihu Dist.,Bishan Park,"No.1, Aly. 8, Ln. 60, Sec. 3, Neihu Rd."
0306,捷運古亭站(6號出口),44,大安區,25.027781,121.521980,羅斯福路二段 / 羅斯福路二段15巷口(西側),Daan Dist.,MRT Guting Sta.(Exit.6),"Sec. 2, Roosevelt Rd. / Ln. 15, Sec. 2, Roosevelt Rd."
0307,仁愛安和路口,22,大安區,25.037570,121.552076,仁愛路四段 / 仁愛路四段222巷(東南側),Daan Dist.,Renai & Anhe Intersection,"Sec. 4, Ren’ai Rd. / Ln. 222, Sec. 4, Ren’ai Rd."
0308,西松高中,30,松山區,25.055672,121.567127,健康路325巷 / 健康路325巷12弄口(東北側),Songshan Dist.,Xisong High School,"Ln. 325, Jiankang Rd. / Aly. 12, Ln. 325, Jiankang Rd. "
0309,三軍總醫院(松山分院),38,松山區,25.054470,121.556098,光復北路 / 光復北路190巷口(東南側),Songshan Dist.,Tri-Service General (Songshan Branch),"Guangfu N. Rd. / Ln. 190, Guangfu N. Rd."
0310,國立臺北大學(臺北校區),24,中山區,25.057923,121.542732,民生東路三段 / 復興北路280巷10弄口(西北側),Zhongshan Dist.,National Taipei University(Taipei Campus),"Sec. 3, Minsheng E. Rd. / Aly. 10, Ln. 280, Fuxing N. Rd."
0311,捷運忠孝新生站(2號出口),26,中正區,25.042392,121.532229,忠孝東路二段123號對面(捷運忠孝新生站2號出口)(鄰近光華數位新天地(光華商場)),Zhongzheng Dist.,MRT Zhongxiao Xinsheng Sta.(Exit.2),"No.123, Sec. 2, Zhongxiao E. Rd.(oppsite)"
0312,捷運信義安和站(1號出口),18,大安區,25.033323,121.552787,信義路四段 / 安和路一段口(東北側),Daan Dist.,MRT Xinyi Anhe Sta.(Exit.1),"Sec. 4, Xinyi Rd. / Sec. 1, Anhe Rd."
0313,光華商場,18,中正區,25.045150,121.532738,市民大道三段/新生北路一段路口西南側人行道(光華商場)(鄰近光華數位新天地(光華商場)/三創生活園區),Zhongzheng Dist.,Guang Hua Computer Market,"Sec. 3, Civic Blvd. / Sec. 1, Xinsheng N. Rd. intersection"
0314,敦化長春路口,34,松山區,25.053614,121.548720,敦化北路 / 敦化北路120巷口(西南側)(鄰近臺北小巨蛋),Songshan Dist.,Dunhua & Changchun Intersection,"Dunhua N. Rd. / Ln. 120, Dunhua N. Rd."
0315,捷運萬隆站(1號出口),32,文山區,25.001447,121.539037,羅斯福路五段 / 羅斯福路五段236巷口(南側),Wenshan Dist.,MRT Wanlong Sta.(Exit.1),"Sec. 5, Roosevelt Rd. / Ln. 236, Sec. 5, Roosevelt Rd. intersection"
0316,民有一號公園,30,松山區,25.060911,121.547630,敦化北路244巷 / 民權東路三段160巷口(西南側),Songshan Dist.,Minyou first Park,"Ln. 244, Dunhua N. Rd. / Ln. 160, Sec. 3, Minquan E. Rd. intersection"
0317,雙園國中,30,萬華區,25.026823,121.491675,西園路二段320巷 / 興義街(西北側),Wanhua Dist.,Shuangyuan Junior High School,"Ln. 320, Sec. 2, Xiyuan Rd. / Xingyi St. intersection"
0318,成功金龍路口,14,內湖區,25.084135,121.594840,成功路四段/金龍路口(捷運內湖站1號出口),Neihu Dist.,Chenggong & Jinlong Intersection,"Sec. 4, Chenggong Rd. / Jinlong Rd. intersection"
0319,民族林森路口,38,中山區,25.068507,121.525322,民族東路 / 林森北路口(西北側)(鄰近花博公園美術園區),Zhongshan Dist.,Minzu & Linsen Intersection,Minzu E. Rd. / Linsen N. Rd. intersection
0320,捷運南京三民站(3號出口),28,松山區,25.051287,121.564262,南京東路五段204號(前方),Songshan Dist.,MRT Nanjing Sanmin Sta.(Exit.3),"No.204, Sec. 5, Nanjing E. Rd."
0321,莒光大埔街口,28,中正區,25.031334,121.505085,莒光路/大埔街口東北側(莒光大埔街口)(鄰近南機場夜市),Zhongzheng Dist.,Juguang & Dapu Intersection,Juguang Rd. / Dapu St. intersetion
0322,永盛公園(民生東路一段23巷),30,中山區,25.058835,121.525040,民生東路一段23巷 / 民生東路一段27巷口(北側),Zhongshan Dist.,Yongsheng Park,
0323,新興公園,26,中山區,25.061568,121.524392,錦州街13巷 / 中山北路二段137巷口(東南側)(鄰近雙城街夜市),Zhongshan Dist.,Xinxing Park,"Ln. 13, Jinzhou St. / Ln. 137, Sec. 2, Zhongshan N. Rd."
0324,市立圖書館葫蘆堵分館,14,士林區,25.082210,121.510800,延平北路5段136巷4號對面,Shilin Dist.,Taipei Public Library Huludu Branch,"No.4, Ln. 136, Sec. 5, Zhongshan N. Rd.(oppsite)"
0325,南京東路六段368巷,36,內湖區,25.058270,121.587070,南京東路六段368巷30號對面人行道,Neihu Dist.,"Ln. 368, Sec. 6, Nanjing E. Rd.","No.30, Ln. 368, Sec. 6, Nanjing E. Rd."
0326,基隆路一段101巷口,18,信義區,25.045250,121.567090,基隆路一段 / 基隆路一段101巷口(東南側),Xinyi Dist.,"Ln. 101,Sec. 1,Keelung Rd.","Sec. 1, Keelung Rd. /  Ln. 101, Sec. 1, Keelung Rd. (intersection)"
0327,重慶南海路口,24,中正區,25.031580,121.514640,重慶南路二段45號前方(郵政博物館前)(鄰近郵政博物館/國立台灣藝術教育館),Zhongzheng Dist.,Chongqing & Nanhai Intersection,"No.45, Sec. 2, Chongqing S. Rd."
0328,一江公園,20,中山區,25.053160,121.531460,一江街 / 松江路132巷口(西北側)(鄰近四平陽光商圈),Zhongshan Dist.,Yijiang Park,"Yijiang St. /  Ln. 132, Songjiang Rd. intersection"
0329,樂群二明水路口,34,中山區,25.079830,121.552360,樂群二路 / 明水路口(東側),Zhongshan Dist.,Lequn 2nd & Mingshui Intersection,Lequn 2nd Rd. / Mingshui Rd. intersetion
0330,迪化休閒運動公園,20,大同區,25.074910,121.511500,延平北路四段200號(南側),Datong Dist.,Dihua Park,"No.200, Sec. 4, Yanping N. Rd."
0331,民族玉門街口,8,中山區,25.068590,121.519740,民族西路 / 民族西路31巷口(東北側)(鄰近大同大學/花博公園圓山園區/花博圓山公園區-爭艷館/中山親子館),Zhongshan Dist.,Minzu & Yumen Intersection,"Minsheng W. Rd. / Ln. 31, Minsheng W. Rd. intersection"
0332,捷運中山站(2號出口),20,中山區,25.052250,121.521930,南京西路6號(前方)(鄰近台北之家(光點台北)),Zhongshan Dist.,MRT Zhongshan Sta. (Exit 2),"No.6, Nanjing W. Rd."
0333,復盛公園,22,松山區,25.047428,121.561182,八德路四段106巷6弄2號(東側)(鄰近京華城/中保寶貝城(BabyBoss City)/台北機廠),Songshan Dist.,Fusheng Park,"No.2, Aly. 6, Ln. 106, Sec. 4, Bade Rd."
0334,敦化南路二段103巷口,12,大安區,25.028973,121.549024,敦化南路二段97-101號(西側),Daan Dist.,"Ln. 103,Sec. 2,Dunhua S. Rd.","No.97, Sec. 2, Dunhua S. Rd."
0335,景文中學,32,文山區,24.986301,121.567855,保儀路/木柵路三段102巷口(西南側),Wenshan Dist.,Jingwen High School,"Baoyi Rd. / Ln. 102, Sec. 3, Muzha Rd. ( Intersection )"
0336,承德路三段8巷口,12,大同區,25.063820,121.518150,承德路三段12號(前方),Datong Dist.,"Ln. 8,Sec. 3,Chengde Rd.","No.12, Sec. 3, Chengde Rd."
0337,彩虹橋,30,內湖區,25.053010,121.575920,潭美街27號西側(行善公園東南角)(鄰近饒河街夜市/彩虹橋),Neihu Dist.,Rainbow Bridge,"No.27, Tanmei St."
0338,成德國中,26,南港區,25.045730,121.587940,東新街108巷10之1號(西側),Nangang Dist.,Chengde Junior High School,"No.10-1, Ln. 108, Dongxin St."
0339,重慶國中,34,大同區,25.075810,121.518160,敦煌路68號(北側),Datong Dist.,Chongcing Junior High School,"No.68, Dunhuang Rd."
0340,南京光復路口,18,松山區,25.051430,121.557160,南京東路四段182號(北側),Songshan Dist.,Nanjing Guangfu Intersection,"No.182, Sec. 4, Nanjing E. Rd."
0341,捷運芝山站(1號出口),38,士林區,25.100940,121.522430,文林路 / 福華路口(東側),Shilin Dist.,MRT Zhishan Sta.(Exit.1),Wenlin Rd. / Fuhua Rd. Intersection
0342,文林建民路口,30,北投區,25.107790,121.514680,文林北路224-238號(東南側),Beitou Dist.,Wenlin & Jianmin Intersection,"No.224 - 238, Wenlin N. Rd."
0343,忠孝東路六段185巷口,30,南港區,25.049040,121.587550,忠孝東路六段187號(東南側),Nangang Dist.,"Ln. 185, Sec. 6, Zhongxiao E. Rd","No.187, Sec. 6, Zhongxiao E. Rd."
0344,捷運忠孝復興站(5號出口),42,大安區,25.042640,121.544010,復興南路一段133號(西南側)(鄰近東區地下街),Daan Dist.,MRT Zhongxiao Fuxing Sta.(Exit.5),"No.133, Sec. 1, Fuxing S. Rd."
0345,中正運動中心,22,中正區,25.038060,121.519430,信義路一段1號(西側)(鄰近臺北市青少年發展處/中正親子館),Zhongzheng Dist.,Zhongzheng Sports Center,"No.1, Sec. 1, Xinyi Rd."
0346,陽明高中,36,士林區,25.091570,121.516690,中正路510號(西南側),Shilin Dist.,Yangming High School,"No.510, Zhongzheng Rd."
0347,博愛寶慶路口,26,中正區,25.041340,121.511350,博愛路 / 寶慶路口(西北側)(鄰近總統府/中山堂),Zhongzheng Dist.,Boai & Baoqing Intersection,Bo’ai Rd. / Baoqing Rd. intersection
0348,民生立體停車場,14,松山區,25.058522,121.55942,民生東路五段82號(東側),Songshan Dist.,Minsheng Parking Lot,"No.82, Sec. 5, Minsheng E. Rd."
0349,重慶酒泉街口,28,大同區,25.071830,121.513640,重慶北路三段272號(東側)(鄰近保安宮),Datong Dist.,Chongqing & Jiuquan Intersection,"No.272, Sec. 3, Chongqing N. Rd."
0350,復興南路二段128巷口,20,大安區,25.029040,121.543360,復興南路二段144-3號前方,Daan Dist.,"Ln. 128, Sec. 2, Fuxing S. Rd.","No.144-3, Sec. 2, Fuxing S. Rd."
0351,中山青島路口,22,中正區,25.044690,121.519540,中山南路 / 青島東路口東北側,Zhongzheng Dist.,Zhongshan & Qingdao Intersection,Zhongshan S. Rd. / Qingdao E. Rd. intersection
0352,民權迪化街口,12,大同區,25.063180,121.509440,迪化街一段351號(東北側)(鄰近延三夜市(大橋頭夜市)),Datong Dist.,Minquan & Dihua Intersection,"No.351, Sec. 1, Dihua St."
0353,紀州庵,30,中正區,25.020880,121.520490,水源路 / 同安街口 (東側),Zhongzheng Dist.,Kishu An Forest of Literature,"No.107, Tong’an St."
0354,建國濟南路口,28,大安區,25.040033,121.538084,建國南路一段/濟南路三段口(東南側),Daan Dist.,Jianguo & Jinan Intersection,"Sec. 1, Jianguo S. Rd. / Sec. 3, Jinan Rd. intersection"
0355,福山公園,34,南港區,25.044780,121.617590,研究院路二段61巷15號(東側),Nangang Dist.,Fushan Park,"No.15, Ln. 61, Sec. 2, Academia Rd."
0356,臺北市網球中心,16,內湖區,25.067400,121.597490,民權東路六段/民權東路六段210巷口(西南側),Neihu Dist.,Taipei Tennis Center,"Sec. 6, Minquan E. Rd. / Ln. 210, Sec. 6, Minquan E. Rd. intersection"
0357,松友公園,20,信義區,25.034230,121.576360,信義路六段76巷2弄16號(南側),Xinyi Dist.,@Songyou Park,"No.16, Aly. 2, Ln. 76, Sec. 6, Xinyi Rd."
0358,新明成功路口,30,內湖區,25.060580,121.591100,新明路/成功路二段口(西南側),Neihu Dist.,Xinming & Chenggong Intersection,"Xinming Rd. / Sec. 2, Chenggong Rd. intersection"
0359,健安新城,6,松山區,25.056010,121.563580,三民路41號(東側),Songshan Dist.,Jianan Sincheng,"No.41, Sanmin Rd. "
0360,民權建國路口,34,中山區,25.062520,121.537540,民權東路三段/建國北路三段口(東北側)(鄰近建國假日花市),Zhongshan Dist.,Minquan & Jianguo Intersection,"Sec. 3, Minquan E. Rd. / Sec. 3, Jianguo N. Rd. intersection"
0361,振興醫院,28,北投區,25.117700,121.522200,振興街/明德路口(西北側)(鄰近國立臺北護理健康大學),Beitou Dist.,Cheng Hsin General Hospital,"No.41, Zhenxing St. / No.41, Mingde Rd. intersection"
0362,和平金山路口,30,大安區,25.026720,121.525330,和平東路一段 / 金山南路二段口(西南側)(鄰近臺灣師範大學),Daan Dist.,Heping & Jinshan Intersection,"Sec. 1, Heping E. Rd. / Sec. 2, Jinshan S. Rd. intersection"
0363,復興南路一段340巷口,32,大安區,25.036170,121.543500,復興南路一段322號(東南側),Daan Dist.,"Ln. 340, Sec. 1, Fuxing S. Rd.","No.322, Sec. 1, Fuxing S. Rd."
0364,嘉興公園,38,大安區,25.021090,121.552190,樂業街101巷 / 樂業街口(北側側),Daan Dist.,Jiaxing Park,"Ln. 101, Leye St. / Leye St. intersection"
0365,陽明大學,38,北投區,25.119120,121.512230,東華街二段136號(南側),Beitou Dist.,National Yang-Ming University,"No.136, Sec. 2, Donghua St."
0366,碧湖公園,30,內湖區,25.079880,121.582870,內湖路二段/內湖路二段103巷口(東北側)(鄰近碧湖公園),Neihu Dist.,Bihu Park,"Sec. 2, Neihu Rd. / Ln. 103, Sec. 2, Neihu Rd. intersection"
0367,豐年公園,30,北投區,25.135970,121.497019,大業路539號(東側),Beitou Dist.,Fengnian Park,"No.539, Daye Rd."
0368,臺灣戲曲中心,36,士林區,25.102080,121.519790,文林路751號(南側)(鄰近臺灣戲曲中心),Shilin Dist.,The Xiqu Center of Taiwan,"No.751, Wenlin Rd."
0369,世新大學,20,文山區,24.988620,121.543610,木柵路一段17巷1號(西側),Wenshan Dist.,Shih Hsin University,"No.1, Ln. 17, Sec. 1, Muzha Rd."
0370,新和國小,32,萬華區,25.026560,121.502420,中華路二段416巷/萬大路277巷37弄口(東側),Wanhua Dist.,Xinhe Elementary School,"Ln. 416, Sec. 2, Zhonghua Rd. / Aly. 37, Ln. 277, Wanda Rd. intersection"
0371,南門國中,30,中正區,25.035320,121.508340,廣州街8巷/廣州街口(東南側),Zhongzheng Dist.,Nanmen Junior High School,"Ln. 8, Guangzhou St. / Guangzhou St. intersection"
0372,重慶民族路口,16,大同區,25.068250,121.513590,重慶北路三段154號(前方/東側),Datong Dist.,Chongqing & Minzu Intersection,"No.154, Sec. 3, Chongqing N. Rd."
0373,中崙福成宮,18,松山區,25.045250,121.546635,市民大道四段63號(鄰近微風廣場/黑松世界),Songshan Dist.,Zhonglun Fucheng Temple,"No.63, Sec. 4, Civic Blvd."
0374,麗湖國小,26,內湖區,25.073322,121.602225,金湖路363巷5號對側,Neihu Dist.,Lihu Elementary School,"No.5, Ln. 363, Jinhu Rd."
0375,銘傳大學,34,士林區,25.087714,121.526766,中山北路五段250號(銘傳大學對側)(鄰近銘傳大學/士林夜市),Shilin Dist.,Ming Chuan University,"No.250, Sec. 5, Zhongshan N. Rd."
0376,民生建國路口,18,中山區,25.057778,121.536915,民生東路三段 / 建國北路二段口,Zhongshan Dist.,Minsheng & Jianguo Intersection,"Sec. 3, Minsheng E. Rd. / Sec. 2, Jianguo N. Rd."
0377,南港路二段178巷口,30,南港區,25.053675,121.599693,南港路二段 / 南港路二段178巷口(北側),Nangang Dist.,"Ln. 178, Sec. 2, Nangang Rd.","No.146, Sec. 2, Nangang Rd."
0378,陽光街321巷口,42,內湖區,25.073193,121.578691,陽光街321巷 / 陽光街口(南側),Neihu Dist.,"Ln. 321, Yangguang St.","Ln. 321, Yangguang St. / Yangguang St."
0379,春光公園,38,信義區,25.042619,121.580762,忠孝東路五段721號(對側),Xinyi Dist.,Chunguang Park,"No.721, Sec. 5, Zhongxiao E. Rd."
0380,塔悠疏散門,30,松山區,25.064713,121.567899,塔悠路 / 撫遠街389巷口(南側),Songshan Dist.,Tayou Evacuation Gate,"Tayou Rd. / Ln. 389, Fuyuan St."
0381,民權東路六段15巷,22,內湖區,25.068530,121.578125,民權東路六段15巷35號,Neihu Dist.,"Ln. 15, Sec. 6, Minquan E. Rd.","No.35, Ln. 15, Sec. 6, Minquan E. Rd."
0382,聯合醫院和平院區,30,中正區,25.035160,121.506390,中華路二段33號(南側),Zhongzheng Dist.,City Hospital (Heping Branch),"No.33, Sec. 2, Zhonghua Rd."
0383,一壽橋,22,文山區,24.978480,121.555450,樟新街64號前方,Wenshan Dist.,Yishou Bridge,"No.64, Zhangxin St."
0384,松基公園,30,松山區,25.054910,121.544800,長春路339巷 / 復興北路189巷口,Songshan Dist.,Songji Park,"Ln. 339, Changchun Rd. / Ln. 189, Fuxing N. Rd. intersection"
0385,和興路26巷口,30,文山區,24.985600,121.545310,和興路44巷 / 和興路26巷口,Wenshan Dist.,"Ln.26 ,Hexing Rd.","Ln. 44, Hexing Rd. / Ln. 26, Hexing Rd. intersection"
0386,錦州吉林路口,20,中山區,25.060290,121.529810,錦州街162號前方,Zhongshan Dist.,Jinzhou & Jilin Intersection,"No.162, Jinzhou St."
0387,吳興街260巷,22,信義區,25.026100,121.563160,吳興街260巷 / 吳興街260巷19弄口(鄰近台北醫學大學),Xinyi Dist.,"Ln. 260,Wuxing St.","Ln. 260, Wuxing St. / Aly. 19, Ln. 260, Wuxing St."
0388,景華街128巷口,18,文山區,24.995563,121.547092,景華街126號前方,Wenshan Dist.,"Ln.128,Jinghua St.","No.126, Jinghua St."
0389,福德國小,24,信義區,25.038324,121.586245,福德街251巷2號(對面/東側),Xinyi Dist.,Fude Elementary School,"No.2, Ln. 251, Fude St."
0390,稻香重三路口,34,北投區,25.139937,121.489594,稻香路 / 稻香路43巷口(西北側),Beitou Dist.,Daoxiang & Chongsan Intersection,"Daoxiang Rd. / Ln. 43, Daoxiang Rd."
0391,景仁公園,30,文山區,24.996600,121.540295,景仁街 / 羅斯福路六段142巷口(北側),Wenshan Dist.,Jingren Park,"Jingren St. / Ln. 142, Sec. 6, Roosevelt Rd."
0392,南京東興路口,30,松山區,25.051489,121.565347,南京東路五段 / 東興路口(北側),Songshan Dist.,Nanjing & Dongxing Intersection,"Sec. 5, Nanjing E. Rd. / Dongxing Rd."
0393,內溝溪生態展示館,16,內湖區,25.087217,121.623062,康樂街236之3號(西北側),Neihu Dist.,Neigousi Eological Exhibition Hall,"No.236-3, Kangle St."
0394,松德虎林街口,22,信義區,25.038352,121.576248,松德路71號前方,Xinyi Dist.,Songde & Hulin Intersection,"No.71, Songde Rd."
0395,安強公園,16,信義區,25.036844,121.575413,虎林街212巷58號(西南側),Xinyi Dist.,Anciang Park,"No.58, Ln. 212, Hulin St."
0396,新東街51巷口,28,松山區,25.061501,121.563318,三民路 / 新東街51巷口(東側)(鄰近松山親子館),Songshan Dist.,"Ln.51,Xindong St.","Sanmin Rd. / Ln. 51, Xindong St. intersection"
0397,劍潭海外青年活動中心,36,士林區,25.079603,121.523700,通河街 / 通河街2巷(南側)(鄰近圓山大飯店/劍潭公園)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園),Shilin Dist.,Chientan Overseas Youth Activity Center,"Tonghe St. / Ln. 2, Tonghe St. intersection"
0398,聯合醫院陽明院區,30,士林區,25.104546,121.531949,雨聲街105號(南側),Shilin Dist.,Taipei City Hospital (Yangming Branch),"No.105, Yusheng St."
0399,和平龍泉街口,30,大安區,25.026404,121.529460,和平東路一段178號(前側)(鄰近臺灣師範大學),Daan Dist.,Heping & Longquan Intersection,"No.178, Sec. 1, Heping E. Rd."
0400,和平敦化路口,34,大安區,25.024440,121.549076,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,Heping & Dunhua Intersection,"Sec. 3, Heping E. Rd. / Sec. 2, Dunhua S. Rd. intersection"
0401,南京新生路口,24,中山區,25.051944,121.527661,新生北路一段 / 南京東路一段口(橋墩下方)(鄰近林森公園/康樂公園),Zhongshan Dist.,Nanjing & Xinsheng Intersection,"Sec. 1, Xinsheng N. Rd. / Sec. 1, Nanjing E. Rd."
0402,下灣公園,18,內湖區,25.065159,121.595611,民權東路六段206巷 / 民權東路六段190巷75弄口,Neihu Dist.,Siawan Park,"Ln. 206, Sec. 6, Minquan E. Rd. / Aly. 75, Ln. 190, Sec. 6, Minquan E. Rd."
0403,捷運內湖站(1號出口),18,內湖區,25.083868,121.593929,成功路四段182巷 / 成功路四段182巷6弄口(東南側),Neihu Dist.,MRT Neihu Sta.1(Exit.1),"Ln. 182, Sec. 4, Chenggong Rd. / Aly. 6, Ln. 182, Sec. 4, Chenggong Rd."
0404,民族延平路口,20,大同區,25.068653,121.510569,民族西路 310 號前方,Datong Dist.,Minzu & Yanping Intersection,"No.310, Minzu W. Rd."
0405,捷運科技大樓站(台北教育大學),66,大安區,25.024685,121.544156,和平東路二段134號(前方),Daan Dist.,MRT Technology Building Station,"No. 134, Heping E. Rd. (front)"
